Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Visit_Category,High_Engagement_Time,Contact_Restricted
API,Google,0,0,1,4.0,926,4.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.2227431755808351,Medium (3-10),1,0
API,Google,0,0,1,2.0,970,1.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.21932677602497222,Low (1-2),1,0
Landing Page Submission,Google,0,0,1,3.0,1360,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.3134498145936773,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,5.0,725,2.5,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,SMS Sent,0.1743618146774768,Medium (3-10),1,0
API,Google,0,0,1,2.0,979,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2248779670249094,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,5.0,327,2.5,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.08681232061676408,Medium (3-10),0,0
API,Olark Chat,0,0,0,3.0,93,3.0,Page Visited on Website,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Page Visited on Website,0.03474325938030294,Medium (3-10),0,0
API,Organic Search,0,0,1,4.0,804,1.33,SMS Sent,India,Business Administration,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.18637068170867116,Medium (3-10),1,0
API,Google,0,0,1,3.0,789,1.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.18070203004210922,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,1,6.0,1295,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.3027229589592106,Medium (3-10),1,0
API,Olark Chat,1,0,0,0.0,0,0.0,Page Visited on Website,Unknown,Human Resource Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Page Visited on Website,0.0,Low (1-2),0,1
API,Google,0,0,0,3.0,937,1.5,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.21504383759663126,Medium (3-10),1,0
API,Organic Search,0,0,1,9.0,234,4.5,SMS Sent,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.07825953742693734,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,5.0,201,5.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,1,Modified,0.0680242180462154,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,12.0,9,1.71,Page Visited on Website,Other,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,Page Visited on Website,0.02237261957136572,High (11+),0,0
API,Google,0,0,1,9.0,1416,1.8,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.32862547922820695,Medium (3-10),1,0
API,Olark Chat,0,0,0,3.0,334,1.5,Email Opened,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.08239975488655647,Medium (3-10),0,0
API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Supply Chain Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,5.0,463,5.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.12565730207613182,Medium (3-10),1,0
API,Google,0,0,0,1.0,397,1.0,Converted to Lead,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.09209142521944985,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,1,6.0,548,2.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.13483124882157,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,2.0,663,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.1553663084239415,Low (1-2),1,0
API,Google,0,0,0,2.0,202,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.05395847736366874,Low (1-2),0,0
Landing Page Submission,Google,0,0,1,3.0,1358,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.3130098673873421,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,219,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Modified,0.062459933379423044,Medium (3-10),0,0
Landing Page Submission,Google,0,0,1,3.0,1768,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.40319904468606627,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,3.0,261,3.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.07169882471246308,Medium (3-10),0,0
API,Google,0,0,0,2.0,221,2.0,Olark Chat Conversation,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.05813797582385352,Low (1-2),0,0
Landing Page Submission,Google,0,0,1,3.0,1031,3.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.24107849915153037,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,6.0,942,3.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.22507227704104077,Medium (3-10),1,0
API,Olark Chat,1,0,0,0.0,0,0.0,Email Bounced,Unknown,International Business,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Other,0.0,Low (1-2),0,1
API,Google,0,0,1,7.0,1522,7.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.36813315735445085,Medium (3-10),1,0
API,Olark Chat,0,0,0,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
API,Organic Search,0,0,1,3.0,951,1.5,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Unknown,02.Medium,02.Medium,15.0,16.0,0,0,Modified,0.21812346804097793,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,1,13.0,1311,1.86,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.3105044413717973,High (11+),1,0
Landing Page Submission,Direct Traffic,1,0,0,3.0,389,3.0,Other,Other,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,Other,0.09985544591791842,Medium (3-10),1,1
Landing Page Submission,Organic Search,0,0,0,3.0,1291,3.0,Converted to Lead,Other,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,Modified,0.2982716359751116,Medium (3-10),1,0
Landing Page Submission,Google,1,0,1,6.0,1047,6.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2588837910879266,Medium (3-10),1,1
Landing Page Submission,Google,0,0,0,4.0,1123,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.26607797540485617,Medium (3-10),1,0
API,Organic Search,0,0,1,4.0,861,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2084448913749398,Medium (3-10),1,0
API,Google,0,0,0,2.0,197,2.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.05285860934783064,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,0,8.0,286,8.0,Olark Chat Conversation,India,Operations Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,Other,0.10100768860117737,Medium (3-10),0,0
API,Google,0,0,1,3.0,1774,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.404518886305072,Medium (3-10),1,0
API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,7.0,1500,2.33,SMS Sent,India,IT Projects Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.3466151666561918,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,5.0,401,5.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.1120189386797394,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,4.0,948,4.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2275825948505227,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,3.0,1493,3.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.3427063038149708,Medium (3-10),1,0
API,Direct Traffic,0,0,0,4.0,32,2.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.01894391720612574,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,5.0,209,1.67,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.05789114972869922,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,129,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.03790040433243249,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,5.0,1006,5.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.2451029685961494,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,6.0,109,6.0,SMS Sent,India,Other,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.05254855131669914,Medium (3-10),0,0
API,Organic Search,0,0,0,3.0,1219,3.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.28243353654704295,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,1984,2.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,Modified,0.44595143820836736,Low (1-2),1,0
API,Organic Search,0,0,0,3.0,151,3.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.04750172836402489,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,370,3.0,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.09567594745773365,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,4.0,305,4.0,Page Visited on Website,India,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,Modified,0.08613956801374312,Medium (3-10),0,0
API,Google,0,0,1,2.0,1651,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.37270022835354993,Low (1-2),1,0
Landing Page Submission,Direct Traffic,0,0,0,7.0,358,7.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.11208388326734126,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,373,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.09395491588628412,Medium (3-10),1,0
API,Google,0,0,0,4.0,84,4.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.03752540171369912,Medium (3-10),0,0
API,Google,0,0,0,4.0,507,4.0,Email Link Clicked,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Other,0.1305742358536023,Medium (3-10),1,0
API,Organic Search,1,0,1,11.0,1494,11.0,SMS Sent,India,Unknown,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.3810215155133765,High (11+),1,1
Landing Page Submission,Direct Traffic,0,0,0,2.0,272,2.0,Email Opened,India,Media and Advertising,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.06935662958540213,Low (1-2),0,0
API,Google,0,0,1,11.0,115,5.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.05803505960237153,High (11+),0,0
Landing Page Submission,Organic Search,0,0,1,7.0,941,7.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.24032849391406363,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,71,1.5,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.024546697253472444,Medium (3-10),0,0
Landing Page Submission,Google,0,0,1,3.0,1033,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2415184463578656,Medium (3-10),1,0
API,Olark Chat,0,0,0,1.0,119,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Other,0.03093876353885153,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,3.0,1281,3.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.29607189994343536,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,7.0,90,2.33,Page Visited on Website,Other,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Other Cities of Maharashtra,01.High,01.High,17.0,17.0,0,1,Modified,0.03645238618984769,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,4.0,43,4.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0285064839838267,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,1,6.0,1957,1.5,SMS Sent,India,Marketing Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.4429883413990321,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,5.0,1004,2.5,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.23573444996124274,Medium (3-10),1,0
API,Google,0,0,1,2.0,1260,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.28669054951501055,Low (1-2),1,0
API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,Unknown,IT Projects Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Landing Page Submission,Google,1,0,0,4.0,291,4.0,Email Bounced,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.08305993756939643,Medium (3-10),0,1
Landing Page Submission,Direct Traffic,0,0,0,2.0,1083,2.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.24775522175434186,Low (1-2),1,0
API,Organic Search,0,0,0,2.0,278,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.07067647120440786,Low (1-2),0,0
API,Organic Search,0,0,1,26.0,120,13.0,SMS Sent,India,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.10377778476106676,High (11+),0,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,1496,2.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.33860431986256884,Low (1-2),1,0
API,Organic Search,0,0,0,5.0,527,5.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.13973561267885948,Medium (3-10),1,0
API,Organic Search,0,0,0,2.0,0,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.009523809523809523,Low (1-2),0,0
API,Organic Search,0,0,0,4.0,29,1.33,Other,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.01589113925376574,Medium (3-10),0,0
Landing Page Submission,Organic Search,0,0,1,10.0,1337,10.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.3417237550541554,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,0,14.0,302,3.5,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.09559869482328787,High (11+),0,0
Landing Page Submission,Google,0,0,0,4.0,1589,4.0,Email Opened,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.368585674480967,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,4.0,384,4.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.10351748266398508,Medium (3-10),1,0
API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,4.0,1524,4.0,Email Link Clicked,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Other,0.3542873902750717,Medium (3-10),1,0
